origem_id,destino_id,tipo_relacao,data
ons/ons_subm_dulo_2_3_cr_2025_02_docx_fed7b0e2_0f65_4b9f_9e53_071a4d.txt,ons/ons_subm_dulo_2_3_cr_2025_02.txt,sucede,2025.02
ons/ons_subm_dulo_2_3_cr_2025_11.txt,ons/ons_subm_dulo_2_3_cr_2025_02_docx_fed7b0e2_0f65_4b9f_9e53_071a4d.txt,sucede,2025.11
ons/ons_subm_dulo_2_3_cr_2026_04.txt,ons/ons_subm_dulo_2_3_cr_2025_11.txt,sucede,2026.04
ons/ons_subm_dulo_2_3_mt_2021_08_docx_f58df0f4_59c1_4b1d_a923_871fd9.txt,ons/ons_subm_dulo_2_3_mt_2020_12.txt,sucede,2021.08
ons/ons_subm_dulo_2_3_mt_2025_11.txt,ons/ons_subm_dulo_2_3_mt_2021_08_docx_f58df0f4_59c1_4b1d_a923_871fd9.txt,sucede,2025.11
ons/ons_subm_dulo_2_3_mt_2026_04.txt,ons/ons_subm_dulo_2_3_mt_2025_11.txt,sucede,2026.04
ons/ons_subm_dulo_2_4_cr_2022_06.txt,ons/ons_subm_dulo_2_4_cr_2020_12.txt,sucede,2022.06
ons/ons_subm_dulo_2_4_cr_2024_10.txt,ons/ons_subm_dulo_2_4_cr_2022_06.txt,sucede,2024.10
ons/ons_subm_dulo_2_4_cr_2024_12.txt,ons/ons_subm_dulo_2_4_cr_2024_10.txt,sucede,2024.12
ons/ons_subm_dulo_2_4_op_2025_03.txt,ons/ons_subm_dulo_2_4_op_2024_10.txt,sucede,2025.03
ons/ons_subm_dulo_2_5_cr_2025_02.txt,ons/ons_subm_dulo_2_5_cr_2020_12.txt,sucede,2025.02
ons/ons_subm_dulo_2_6_rq_2021_06.txt,ons/ons_subm_dulo_2_6_rq_2020_12.txt,sucede,2021.06
ons/ons_subm_dulo_2_6_rq_2021_08_docx_16c3ed7c_cf3b_4cf6_aca5_9bfdab.txt,ons/ons_subm_dulo_2_6_rq_2021_06.txt,sucede,2021.08
ons/ons_subm_dulo_2_6_rq_2022_08.txt,ons/ons_subm_dulo_2_6_rq_2021_08_docx_16c3ed7c_cf3b_4cf6_aca5_9bfdab.txt,sucede,2022.08
ons/ons_subm_dulo_2_7_rq_2020_12_docx_09232908_8899_4ca4_94a3_c20151.txt,ons/ons_subm_dulo_2_7_rq_2020_12.txt,sucede,2020.12
ons/ons_subm_dulo_2_7_rq_2026_04.txt,ons/ons_subm_dulo_2_7_rq_2020_12_docx_09232908_8899_4ca4_94a3_c20151.txt,sucede,2026.04
ons/ons_subm_dulo_2_8_rq_2021_08_docx_6164087f_f9a5_49fc_ad9c_33334e.txt,ons/ons_subm_dulo_2_8_rq_2020_12.txt,sucede,2021.08
ons/ons_subm_dulo_2_9_rq_2022_10_docx_687a4257_1841_46b6_a0e7_51d584.txt,ons/ons_subm_dulo_2_9_rq_2020_12.txt,sucede,2022.10
ons/ons_subm_dulo_2_9_rq_2026_04.txt,ons/ons_subm_dulo_2_9_rq_2022_10_docx_687a4257_1841_46b6_a0e7_51d584.txt,sucede,2026.04
ons/ons_subm_dulo_3_10_rs_2021_06.txt,ons/ons_subm_dulo_3_10_rs_2020_12.txt,sucede,2021.06
ons/ons_subm_dulo_3_11_rs_2021_08_docx_ad81a29d_6ffb_4732_bb83_e4289.txt,ons/ons_subm_dulo_3_11_rs_2020_12.txt,sucede,2021.08
ons/ons_subm_dulo_3_11_rs_2025_02.txt,ons/ons_subm_dulo_3_11_rs_2021_08_docx_ad81a29d_6ffb_4732_bb83_e4289.txt,sucede,2025.02
ons/ons_subm_dulo_3_12_op_2021_08_docx_ca2bbc82_02ab_472b_aad7_1bf46.txt,ons/ons_subm_dulo_3_12_op_2020_12.txt,sucede,2021.08
ons/ons_subm_dulo_3_3_pr_2023_11.txt,ons/ons_subm_dulo_3_3_pr_2020_12.txt,sucede,2023.11
ons/ons_subm_dulo_3_3_pr_2024_10.txt,ons/ons_subm_dulo_3_3_pr_2023_11.txt,sucede,2024.10
ons/ons_subm_dulo_3_4_rs_2024_07.txt,ons/ons_subm_dulo_3_4_rs_2020_12.txt,sucede,2024.07
ons/ons_subm_dulo_3_5_rs_2021_08_docx_379d5986_d9fb_4fb2_8051_7eb406.txt,ons/ons_subm_dulo_3_5_rs_2021_06.txt,sucede,2021.08
ons/ons_subm_dulo_4_1_op_2021_08_docx_75b83b84_c3c5_4080_92db_529648.txt,ons/ons_subm_dulo_4_1_op_2020_12.txt,sucede,2021.08
ons/ons_subm_dulo_4_1_op_2024_04.txt,ons/ons_subm_dulo_4_1_op_2021_08_docx_75b83b84_c3c5_4080_92db_529648.txt,sucede,2024.04
ons/ons_subm_dulo_4_1_rs_2024_07.txt,ons/ons_subm_dulo_4_1_rs_2020_12.txt,sucede,2024.07
ons/ons_subm_dulo_4_2_rs_2024_07.txt,ons/ons_subm_dulo_4_2_rs_2020_12.txt,sucede,2024.07
ons/ons_subm_dulo_4_3_pr_2023_11.txt,ons/ons_subm_dulo_4_3_pr_2020_12.txt,sucede,2023.11
ons/ons_subm_dulo_4_3_pr_2024_10.txt,ons/ons_subm_dulo_4_3_pr_2023_11.txt,sucede,2024.10
ons/ons_subm_dulo_4_3_rs_2024_10.txt,ons/ons_subm_dulo_4_3_rs_2020_12.txt,sucede,2024.10
ons/ons_subm_dulo_4_4_rs_2023_12.txt,ons/ons_subm_dulo_4_4_rs_2020_12.txt,sucede,2023.12
ons/ons_subm_dulo_4_6_pr_2024_10.txt,ons/ons_subm_dulo_4_6_pr_2020_12.txt,sucede,2024.10
ons/ons_subm_dulo_4_6_rs_2023_12.txt,ons/ons_subm_dulo_4_6_rs_2020_12.txt,sucede,2023.12
ons/ons_subm_dulo_4_7_op_2024_01.txt,ons/ons_subm_dulo_4_7_op_2020_12.txt,sucede,2024.01
ons/ons_subm_dulo_4_7_op_2024_10.txt,ons/ons_subm_dulo_4_7_op_2024_01.txt,sucede,2024.10
ons/ons_subm_dulo_4_7_rs_2024_10.txt,ons/ons_subm_dulo_4_7_rs_2020_12.txt,sucede,2024.10
ons/ons_subm_dulo_4_8_op_2023_12.txt,ons/ons_subm_dulo_4_8_op_2020_12.txt,sucede,2023.12
ons/ons_subm_dulo_4_8_op_2025_03.txt,ons/ons_subm_dulo_4_8_op_2023_12.txt,sucede,2025.03
ons/ons_subm_dulo_4_8_rs_2023_12.txt,ons/ons_subm_dulo_4_8_rs_2020_12.txt,sucede,2023.12
ons/ons_subm_dulo_4_8_rs_2025_02.txt,ons/ons_subm_dulo_4_8_rs_2023_12.txt,sucede,2025.02
ons/ons_subm_dulo_5_10_op_2025_03.txt,ons/ons_subm_dulo_5_10_op_2020_12.txt,sucede,2025.03
ons/ons_subm_dulo_5_10_rs_2020_12_docx_d85752f7_6227_40c9_8122_8b303.txt,ons/ons_subm_dulo_5_10_rs_2020_12.txt,sucede,2020.12
ons/ons_subm_dulo_5_10_rs_2025_02.txt,ons/ons_subm_dulo_5_10_rs_2020_12_docx_d85752f7_6227_40c9_8122_8b303.txt,sucede,2025.02
ons/ons_subm_dulo_5_4_op_2025_02.txt,ons/ons_subm_dulo_5_4_op_2020_12.txt,sucede,2025.02
ons/ons_subm_dulo_6_11_op_2025_03.txt,ons/ons_subm_dulo_6_11_op_2020_12.txt,sucede,2025.03
ons/ons_subm_dulo_6_11_rs_2025_02.txt,ons/ons_subm_dulo_6_11_rs_2020_12.txt,sucede,2025.02
ons/ons_subm_dulo_6_12_op_2021_06.txt,ons/ons_subm_dulo_6_12_op_2020_12.txt,sucede,2021.06
ons/ons_subm_dulo_6_12_rs_2021_06.txt,ons/ons_subm_dulo_6_12_rs_2020_12.txt,sucede,2021.06
ons/ons_subm_dulo_6_13_op_2026_04.txt,ons/ons_subm_dulo_6_13_op_2020_12.txt,sucede,2026.04
ons/ons_subm_dulo_6_13_rs_2021_06.txt,ons/ons_subm_dulo_6_13_rs_2020_12.txt,sucede,2021.06
ons/ons_subm_dulo_6_13_rs_2022_08.txt,ons/ons_subm_dulo_6_13_rs_2021_06.txt,sucede,2022.08
ons/ons_subm_dulo_6_13_rs_2026_04.txt,ons/ons_subm_dulo_6_13_rs_2022_08.txt,sucede,2026.04
ons/ons_subm_dulo_6_14_op_2021_06.txt,ons/ons_subm_dulo_6_14_op_2020_12.txt,sucede,2021.06
ons/ons_subm_dulo_6_14_op_2021_11.txt,ons/ons_subm_dulo_6_14_op_2021_06.txt,sucede,2021.11
ons/ons_subm_dulo_6_14_rs_2021_06.txt,ons/ons_subm_dulo_6_14_rs_2020_12.txt,sucede,2021.06
ons/ons_subm_dulo_6_15_op_2026_04.txt,ons/ons_subm_dulo_6_15_op_2020_12.txt,sucede,2026.04
ons/ons_subm_dulo_6_15_rs_2021_08_docx_7bde6e74_dbff_4be3_8991_b7a62.txt,ons/ons_subm_dulo_6_15_rs_2020_12.txt,sucede,2021.08
ons/ons_subm_dulo_6_15_rs_2026_04.txt,ons/ons_subm_dulo_6_15_rs_2021_08_docx_7bde6e74_dbff_4be3_8991_b7a62.txt,sucede,2026.04
ons/ons_subm_dulo_6_16_op_2026_04.txt,ons/ons_subm_dulo_6_16_op_2020_12.txt,sucede,2026.04
ons/ons_subm_dulo_6_17_op_2026_04.txt,ons/ons_subm_dulo_6_17_op_2020_12.txt,sucede,2026.04
ons/ons_subm_dulo_6_2_op_2021_06.txt,ons/ons_subm_dulo_6_2_op_2020_12.txt,sucede,2021.06
ons/ons_subm_dulo_6_2_op_2021_06_docx_907d3323_9273_4b05_ad8f_b821f6.txt,ons/ons_subm_dulo_6_2_op_2021_06.txt,sucede,2021.06
ons/ons_subm_dulo_6_2_rs_2021_06.txt,ons/ons_subm_dulo_6_2_rs_2020_12.txt,sucede,2021.06
ons/ons_subm_dulo_6_3_pr_2021_06.txt,ons/ons_subm_dulo_6_3_pr_2020_12.txt,sucede,2021.06
ons/ons_subm_dulo_6_3_rs_2021_06.txt,ons/ons_subm_dulo_6_3_rs_2020_12.txt,sucede,2021.06
ons/ons_subm_dulo_6_4_op_2021_06.txt,ons/ons_subm_dulo_6_4_op_2020_12.txt,sucede,2021.06
ons/ons_subm_dulo_6_4_rs_2021_06.txt,ons/ons_subm_dulo_6_4_rs_2020_12.txt,sucede,2021.06
